SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
5565    0068,1,1,C,Brick/Concr,30,Average,0,Typical,8,6,2013/07/05 00:00:00+00,320000,Q,1937,,1960,1,5171,21,6705,2023/10/10 05:16:33+00,21276886
5565    0813,1,1,C,Brick/Concr,30,Average,BR,Brick,9,22,2003/07/28 00:00:00+00,321000,Q,1956,,1970,1,11104,21,9000,2023/10/10 05:16:33+00,21276887
5565    0813,2,1,C,Brick/Concr,30,Average,BR,Brick,9,,2003/07/28 00:00:00+00,321000,Q,1956,,1963,1,5856,21,9000,2023/10/10 05:16:33+00,21276888
5566    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,8,14,2021/12/01 00:00:00+00,2300000,Q,1953,,1970,4,13268,21,7233,2023/10/10 05:16:33+00,21276889
5568    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1943,,1960,1,139292,83,207412,2023/10/10 05:16:33+00,21276890
5572    0065,1,1,C,Brick/Concr,30,Average,BR,Brick,8,36,2020/09/22 00:00:00+00,4212000,Q,1966,,1972,4,33464,21,18750,2023/10/10 05:16:33+00,21276891
5572    0066,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,7,2021/01/07 00:00:00+00,0,U,1953,2007,1980,3,11898,21,7000,2023/10/10 05:16:33+00,21276892
5572    0817,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,16,1900/01/01 00:00:00+00,,U,1936,,1972,1,12462,21,10500,2023/10/10 05:16:33+00,21276893
5572    0818,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,13,1900/01/01 00:00:00+00,,U,1953,,1965,1,11898,21,7000,2023/10/10 05:16:33+00,21276894
5572    0821,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,39,2022/04/01 00:00:00+00,4488000,Q,1955,2022,1995,3,35440,21,14000,2023/10/10 05:16:33+00,21276895
5572    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,9,54,2016/12/19 00:00:00+00,0,U,1941,,1964,3,54724,21,39938,2023/10/10 05:16:33+00,21276896
5576    0039,1,1,C,Brick/Concr,30,Average,S,Stone,8,0,1900/01/01 00:00:00+00,,U,1941,,1965,1,3483,81,19776,2023/10/10 05:16:33+00,21276897
5576    0039,2,1,C,Brick/Concr,30,Average,,,,,1900/01/01 00:00:00+00,,U,1941,,1970,1,9720,81,19776,2023/10/10 05:16:33+00,21276898
5576    0043,1,1,10,4 Story,35,Average +,MS,Metal Siding,10,19,1900/01/01 00:00:00+00,0,U,1942,2022,1966,1,10576,21,3850,2023/10/10 05:16:33+00,21276899
5576    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1927,2019,1975,1,1007,41,1055,2023/10/10 05:16:33+00,21276900
5576    0802,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2007/09/28 00:00:00+00,195000,Q,1927,2007,1974,1,885,41,1028,2023/10/10 05:16:33+00,21276901
5576    0803,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,2,2005/03/25 00:00:00+00,182850,Q,1932,,1979,1,1584,42,771,2023/10/10 05:16:33+00,21276902
5576    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2010/11/16 00:00:00+00,0,U,1961,2019,1973,1,9717,44,20314,2023/10/10 05:16:33+00,21276903
5578    0042,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2005/12/22 00:00:00+00,0,U,1952,,1975,1,7710,21,5890,2023/10/10 05:16:33+00,21276904
5578    0072,1,1,C,Brick/Concr,30,Average,BR,Brick,9,1,2002/04/26 00:00:00+00,0,U,1927,,1971,2,2300,42,1834,2023/10/10 05:16:33+00,21276905
5578    0073,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2015/03/13 00:00:00+00,86700,Q,1927,2014,1968,4,2320,49,1643,2023/10/10 05:16:33+00,21276906
5578    0074,1,1,C,Brick/Concr,30,Average,BR,Brick,9,1,2020/03/25 00:00:00+00,850000,Q,1928,,1971,4,1456,41,1476,2023/10/10 05:16:33+00,21276907
5578    0088,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,1900/01/01 00:00:00+00,,U,1921,,1964,1,1970,81,8451,2023/10/10 05:16:33+00,21276908
5578    0093,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,2008/10/30 00:00:00+00,0,U,1934,,1970,1,7360,81,12784,2023/10/10 05:16:33+00,21276909
5579    0063,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1968,,1973,1,1910,365,11214,2023/10/10 05:16:33+00,21276910
5579    0064,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2022/02/01 00:00:00+00,2400000,Q,1940,,1948,3,8570,89,16495,2023/10/10 05:16:33+00,21276911
5579    0066,1,1,C,Brick/Concr,30,Average,BR,Brick,9,21,2017/11/29 00:00:00+00,1638000,Q,1964,,1965,3,15922,21,30616,2023/10/10 05:16:33+00,21276912
5579    0806,1,1,D,Wood/Frame,30,Average,BV,Brick Veneer,12,,1900/01/01 00:00:00+00,,U,1940,2019,1977,1,9852,49,12657,2023/10/10 05:16:33+00,21276913
5579    0807,1,1,D,Wood/Frame,30,Average,BV,Brick Veneer,,1,1900/01/01 00:00:00+00,,U,1938,2020,1976,1,11946,44,24398,2023/10/10 05:16:33+00,21276914
5580    0049,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2017/12/04 00:00:00+00,0,U,1966,,1966,5,10320,21,13047,2023/10/10 05:16:33+00,21276915
5580    0050,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2017/10/27 00:00:00+00,960000,Q,1966,,1970,5,10320,21,13047,2023/10/10 05:16:33+00,21276916
5581    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,9,50,2002/01/29 00:00:00+00,625000,Q,1945,,1962,1,36312,21,26496,2023/10/10 05:16:33+00,21276917
5581    0803,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,13,2007/06/05 00:00:00+00,1209000,U,1953,,1960,1,11200,26,8097,2023/10/10 05:16:33+00,21276918
5581    0804,1,1,C,Brick/Concr,30,Average,BR,Brick,18,,1900/01/01 00:00:00+00,,U,1956,2019,1990,1,5766,84,7570,2023/10/10 05:16:33+00,21276919
5581    0806,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,13,2007/06/05 00:00:00+00,1209000,U,1953,,1960,1,11200,26,8097,2023/10/10 05:16:33+00,21276920
5581    0807,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2008/08/18 00:00:00+00,889668,Q,1943,2009,1996,1,10067,21,8835,2023/10/10 05:16:33+00,21276921
5582    0800,1,1,B,Reinf Concr,40,Good,SU,Stucco,16,0,1900/01/01 00:00:00+00,,U,1900,,1980,1,10974,84,8863,2023/10/10 05:16:33+00,21276922
5582    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,9,33,2010/10/18 00:00:00+00,0,U,1938,,1960,1,27762,21,9136,2023/10/10 05:16:33+00,21276923
5582    0804,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,,2003/05/13 00:00:00+00,710000,Q,1942,2014,1977,1,5020,49,4500,2023/10/10 05:16:33+00,21276924
5583    0034,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,1900/01/01 00:00:00+00,0,U,1942,2016,1998,1,10604,87,5166,2023/10/10 05:16:33+00,21276925
5583    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,8,11,2008/08/18 00:00:00+00,652423,Q,1943,,1965,1,10305,21,7689,2023/10/10 05:16:33+00,21276926
5583    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2011/03/04 00:00:00+00,850000,Q,1941,2008,1981,1,10762,21,7680,2023/10/10 05:16:33+00,21276927
5583    0806,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2022/07/22 00:00:00+00,2315000,Q,1932,,1965,5,13094,21,13073,2023/10/10 05:16:33+00,21276928
5584    0105,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2022/08/11 00:00:00+00,537900,U,1955,,1962,4,3078,21,4753,2023/10/10 05:16:33+00,21276929
5584    0111,1,1,C,Brick/Concr,30,Average,BR,Brick,9,22,2015/05/29 00:00:00+00,1650000,Q,1969,,1965,2,20082,21,19166,2023/10/10 05:16:33+00,21276930
5584    0824,1,1,C,Brick/Concr,30,Average,BR,Brick,9,11,2005/04/18 00:00:00+00,0,U,1952,,1965,1,5764,21,11089,2023/10/10 05:16:33+00,21276931
5584    0829,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2018/10/10 00:00:00+00,920000,Q,1950,,1965,2,4014,21,7130,2023/10/10 05:16:33+00,21276932
5584    0829,2,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2018/10/10 00:00:00+00,920000,Q,1950,,1965,2,4014,21,7130,2023/10/10 05:16:33+00,21276933
5584    0840,1,1,C,Brick/Concr,30,Average,SU,Stucco,9,6,2022/01/18 00:00:00+00,1050000,Q,0,,1960,5,3960,21,4843,2023/10/10 05:16:33+00,21276934
5585    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2015/11/30 00:00:00+00,565000,Q,1940,,1965,3,3132,21,6330,2023/10/10 05:16:33+00,21276935
5585    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2015/11/04 00:00:00+00,410000,Q,1940,2016,1965,3,4020,21,4711,2023/10/10 05:16:33+00,21276936
5585    0033,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,10,2010/07/30 00:00:00+00,450000,U,1950,,1965,1,7136,26,6815,2023/10/10 05:16:33+00,21276937
5585    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,8,11,2020/01/30 00:00:00+00,935000,Q,1964,2019,1994,2,5238,21,8834,2023/10/10 05:16:33+00,21276938
5585    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2008/08/18 00:00:00+00,889668,Q,1943,2003,1965,1,8524,21,10000,2023/10/10 05:16:33+00,21276939
5585    0813,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2017/07/28 00:00:00+00,575000,Q,1943,,1965,3,4464,21,4975,2023/10/10 05:16:33+00,21276940
5586    0020,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2001/01/01 00:00:00+00,0,U,1945,,1965,1,4623,21,3134,2023/10/10 05:16:33+00,21276941
5586    0058,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2017/12/04 00:00:00+00,936000,Q,1966,,1970,5,11310,21,12500,2023/10/10 05:16:33+00,21276942
5589    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,1900/01/01 00:00:00+00,,U,1959,,1982,1,2996,81,2568,2023/10/10 05:16:33+00,21276943
5591    0032,1,1,APT,RENTAL APARTMENTS,30,Average,MS,Metal Siding,,15,2020/03/03 00:00:00+00,0,U,2022,2022,2023,4,14137,21,4375,2023/10/10 05:16:33+00,21276944
5592    0037,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,2009/12/28 00:00:00+00,1650000,U,1951,2014,1960,1,7920,21,6863,2023/10/10 05:16:33+00,21276945
5592    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2021/08/05 00:00:00+00,900000,U,1937,,1975,4,4564,21,5050,2023/10/10 05:16:33+00,21276946
5593    0005,1,1,C,Brick/Concr,30,Average,BR,Brick,9,10,2012/04/02 00:00:00+00,0,U,1936,2011,1960,1,8644,21,5506,2023/10/10 05:16:33+00,21276947
5594    0033,1,1,C,Brick/Concr,40,Good,BR,Brick,8,23,2021/06/09 00:00:00+00,933630,U,1967,1985,1967,2,13548,21,7564,2023/10/10 05:16:33+00,21276948
5594    0821,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2015/10/09 00:00:00+00,1075000,Q,1938,,1972,4,11688,21,5725,2023/10/10 05:16:33+00,21276949
5596    0005,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2014/11/04 00:00:00+00,420000,Q,1938,2017,1987,6,5040,21,3400,2023/10/10 05:16:33+00,21276950
5596    0006,1,1,LR,Low Rise,35,Average +,SU,Stucco,10,10,2019/01/24 00:00:00+00,250000,U,1938,2020,2001,5,6220,28,3400,2023/10/10 05:16:33+00,21276951
5596    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2015/12/28 00:00:00+00,340000,U,1938,2017,1970,2,5100,21,2983,2023/10/10 05:16:33+00,21276952
5596    0043,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2020/05/19 00:00:00+00,0,U,1941,,1960,3,4995,21,3581,2023/10/10 05:16:33+00,21276953
5596    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,8,24,2021/06/09 00:00:00+00,933630,U,1968,1985,1956,2,13358,21,7959,2023/10/10 05:16:33+00,21276954
5596    0825,1,1,C,Brick/Concr,30,Average,BR,Brick,,,2003/08/05 00:00:00+00,0,U,1936,,1970,1,4176,89,5606,2023/10/10 05:16:33+00,21276955
5597    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2017/12/22 00:00:00+00,0,U,1930,,1972,2,3136,49,3685,2023/10/10 05:16:33+00,21276956
5597    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2016/12/27 00:00:00+00,250000,Q,1935,2017,1998,6,5040,21,3693,2023/10/10 05:16:33+00,21276957
5597    0008,1,1,LR,Low Rise,30,Average,BR,Brick,10,6,2022/01/03 00:00:00+00,1612500,Q,1936,2021,2001,4,8267,28,3693,2023/10/10 05:16:33+00,21276958
5597    0040,1,1,C,Brick/Concr,30,Average,BR,Brick,9,10,1900/01/01 00:00:00+00,0,U,1930,2021,1965,1,5758,28,4513,2023/10/10 05:16:33+00,21276959
5597    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,9,62,2022/03/31 00:00:00+00,6800000,Q,1963,,1970,3,49296,21,35105,2023/10/10 05:16:33+00,21276960
5600    0800,1,1,B,Reinf Concr,,,,,,,1900/01/01 00:00:00+00,0,U,2019,,2020,1,30000,89,35683198,2023/10/10 05:16:33+00,21276961
5600    7000,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2015,,2015,1,1000,89,0,2023/10/10 05:16:33+00,21276962
5600    7001,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2015,,2015,1,1000,89,0,2023/10/10 05:16:33+00,21276963
5601    0055,1,1,C,Brick/Concr,30,Average,MS,Metal Siding,9,1,2019/07/23 00:00:00+00,0,U,1967,2009,1966,5,1618,41,5796,2023/10/10 05:16:33+00,21276964
5601    0056,1,1,B,Reinf Concr,40,Good,BR,Brick,12,,2005/10/17 00:00:00+00,0,U,2007,,2009,1,115625,52,27207,2023/10/10 05:16:33+00,21276965
5601    0057,1,1,C,Brick/Concr,40,Good,BR,Brick,9,1,2019/07/23 00:00:00+00,0,U,1910,2011,1990,3,3492,42,2306,2023/10/10 05:16:33+00,21276966
5601    0859,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1926,,1952,1,5866,62,16154,2023/10/10 05:16:33+00,21276967
5602    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2021/05/28 00:00:00+00,0,U,1936,2014,1970,3,4460,42,2225,2023/10/10 05:16:33+00,21276968
5602    0087,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2001/07/12 00:00:00+00,500000,Q,1927,,1968,1,13694,81,9447,2023/10/10 05:16:33+00,21276969
5602    0113,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,1900/01/01 00:00:00+00,,U,1952,2004,1971,1,5603,61,4662,2023/10/10 05:16:33+00,21276970
5602    0114,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2021/10/05 00:00:00+00,1800000,Q,1929,2021,1998,4,7235,49,8990,2023/10/10 05:16:33+00,21276971
5602    0116,1,1,C,Brick/Concr,30,Average,BR,Brick,,2,2016/01/08 00:00:00+00,451000,Q,1926,2018,1973,3,4000,42,2848,2023/10/10 05:16:33+00,21276972
5602    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,10,1,2012/08/15 00:00:00+00,400000,U,1961,2014,1965,1,1305,41,8498,2023/10/10 05:16:33+00,21276973
5602    0805,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,1,1900/01/01 00:00:00+00,,U,1956,2011,1979,1,2913,41,2917,2023/10/10 05:16:33+00,21276974
5603    0102,1,1,C,Brick/Concr,30,Average,BR,Brick,10,28,2012/12/18 00:00:00+00,1100000,Q,1928,2016,1970,1,24111,21,13640,2023/10/10 05:16:33+00,21276975
5603    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,11,1,1900/01/01 00:00:00+00,,U,1923,,1972,1,2204,74,10414,2023/10/10 05:16:33+00,21276976
5603    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,18,1,2012/06/08 00:00:00+00,710000,U,1917,2012,1977,1,18943,74,51676,2023/10/10 05:16:33+00,21276977
5604    0219,1,1,C,Brick/Concr,40,Good,BR,Brick,,1,2011/10/11 00:00:00+00,0,U,1936,2013,1996,1,40045,83,405533,2023/10/10 05:16:33+00,21276978
5604    0219,2,1,0,No Data,0,Default,S,Stone,15,,2011/10/11 00:00:00+00,0,U,1936,,1936,1,176902,83,405533,2023/10/10 05:16:33+00,21276979
5604    0219,3,1,0,No Data,0,Default,CB,Concrete Block,12,,2011/10/11 00:00:00+00,0,U,1950,,1950,1,7786,83,405533,2023/10/10 05:16:33+00,21276980
5605    0024,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,1,2016/08/04 00:00:00+00,425000,Q,1932,2020,1986,5,3173,42,2204,2023/10/10 05:16:33+00,21276981
5605    0027,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,1,1900/01/01 00:00:00+00,,U,1926,2008,1974,1,5259,42,3374,2023/10/10 05:16:33+00,21276982
5605    0072,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,5,2019/11/21 00:00:00+00,525000,Q,1928,,1970,3,2840,25,2000,2023/10/10 05:16:33+00,21276983
5605    0163,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,1900/01/01 00:00:00+00,,U,1979,,1990,1,11520,81,6433,2023/10/10 05:16:33+00,21276984
5605    0820,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,1,2023/08/07 00:00:00+00,1050000,Q,1955,2014,1972,2,3003,41,4144,2023/10/10 05:16:33+00,21276985
5668    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1942,,1977,1,53777,83,128394,2023/10/10 05:16:33+00,21276986
5671    0086,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,20,,1900/01/01 00:00:00+00,,U,1951,2019,1987,1,14478,81,20672,2023/10/10 05:16:33+00,21276987
5672    0099,1,1,C,Brick/Concr,30,Average,BR,Brick,9,19,2001/09/13 00:00:00+00,0,U,1949,,1960,1,13740,21,43558,2023/10/10 05:16:33+00,21276988
5673    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,1998/08/26 00:00:00+00,0,U,1941,1999,1990,1,21050,44,43857,2023/10/10 05:16:33+00,21276989
5678    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,1999/04/01 00:00:00+00,0,U,1958,1971,1963,1,7035,81,19462,2023/10/10 05:16:33+00,21276990
5720    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2015/10/05 00:00:00+00,549275,Q,1943,,1975,2,5040,21,9824,2023/10/10 05:16:33+00,21276991
5720    0008,1,1,,,,,,,,6,2016/01/15 00:00:00+00,0,U,1943,2006,1969,5,5400,21,10072,2023/10/10 05:16:33+00,21276992
5720    0009,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2015/07/15 00:00:00+00,600000,Q,1943,,1970,3,5040,21,10320,2023/10/10 05:16:33+00,21276993
5720    0010,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2015/07/15 00:00:00+00,600000,Q,1943,,1965,3,5040,21,10569,2023/10/10 05:16:33+00,21276994
5720    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2016/07/07 00:00:00+00,520000,Q,1943,,1951,4,5040,21,9070,2023/10/10 05:16:33+00,21276995
5720    0045,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2011/09/19 00:00:00+00,302500,U,1943,,1976,1,5040,21,6031,2023/10/10 05:16:33+00,21276996
5720    0049,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,9,30,2014/12/12 00:00:00+00,1620000,Q,1945,2018,1960,2,24849,21,24730,2023/10/10 05:16:33+00,21276997
5720    0050,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2012/08/17 00:00:00+00,1550000,Q,1962,2018,1971,1,23944,44,63182,2023/10/10 05:16:33+00,21276998
5720    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,9,47,2004/03/17 00:00:00+00,575000,U,1955,,1965,1,47893,21,50242,2023/10/10 05:16:33+00,21276999
5720    0803,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,43,2021/05/26 00:00:00+00,0,U,2002,,2004,2,33975,21,38342,2023/10/10 05:16:33+00,21277000
5722    0042,1,1,7,3 Story,35,Average +,BR,Brick,,11,2017/05/17 00:00:00+00,230000,U,1925,2019,1979,3,5508,28,5982,2023/10/10 05:16:33+00,21277001
5722    0054,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2010/10/26 00:00:00+00,0,U,1944,,1965,1,5460,21,7778,2023/10/10 05:16:33+00,21277002
5722    0055,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2023/06/12 00:00:00+00,975000,Q,1944,,1952,5,7800,21,8513,2023/10/10 05:16:33+00,21277003
5722    0056,1,1,C,Brick/Concr,30,Average,,,,5,2011/12/12 00:00:00+00,525000,U,1944,2006,1980,1,6630,21,8083,2023/10/10 05:16:33+00,21277004
5722    0057,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2021/10/26 00:00:00+00,1100000,U,1944,,1970,2,5017,21,8797,2023/10/10 05:16:33+00,21277005
5722    0058,1,1,C,Brick/Concr,30,Average,BR,Brick,9,7,2013/08/15 00:00:00+00,580000,Q,1944,,1980,1,5070,21,11568,2023/10/10 05:16:33+00,21277006
5722    0059,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2013/12/09 00:00:00+00,400000,U,1944,,1965,1,5460,21,14497,2023/10/10 05:16:33+00,21277007
5722    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,10,6,2014/03/27 00:00:00+00,550000,Q,1944,1988,1964,1,5460,21,8857,2023/10/10 05:16:33+00,21277008
5722    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2019/10/08 00:00:00+00,950000,Q,1944,2009,1983,5,5460,21,7232,2023/10/10 05:16:33+00,21277009
5722    0062,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2008/03/20 00:00:00+00,735000,Q,1944,2007,1989,1,7800,21,7333,2023/10/10 05:16:33+00,21277010
5722    0065,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,1998/06/08 00:00:00+00,0,U,1944,2005,1964,1,4680,21,7082,2023/10/10 05:16:33+00,21277011
5722    0067,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2013/01/02 00:00:00+00,400000,Q,1945,2018,1982,1,5460,21,10032,2023/10/10 05:16:33+00,21277012
5722    0075,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2006/10/30 00:00:00+00,675000,Q,1945,1972,1975,1,5040,21,6296,2023/10/10 05:16:33+00,21277013
5722    0080,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2019/02/07 00:00:00+00,5250000,U,1948,,1960,2,9896,21,9231,2023/10/10 05:16:33+00,21277014
5722    0081,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2019/02/07 00:00:00+00,5250000,U,1948,,1960,2,9478,21,10194,2023/10/10 05:16:33+00,21277015
5722    0082,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2019/02/07 00:00:00+00,5250000,U,1948,1988,1960,2,10089,21,11482,2023/10/10 05:16:33+00,21277016
5722    0083,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2019/02/07 00:00:00+00,5250000,U,1948,,1960,2,10089,21,12790,2023/10/10 05:16:33+00,21277017
5722    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2019/02/07 00:00:00+00,5250000,U,1948,1988,1960,2,9221,21,10656,2023/10/10 05:16:33+00,21277018
5722    0085,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,2019/02/07 00:00:00+00,5250000,U,1948,1988,1960,2,8395,21,15149,2023/10/10 05:16:33+00,21277019
5724    0801,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,250,2005/08/01 00:00:00+00,8000000,Q,1949,1991,1968,1,27612,21,258896,2023/10/10 05:16:33+00,21277020
5724    0801,2,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,34109,21,258896,2023/10/10 05:16:33+00,21277021
5724    0801,3,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,18408,21,258896,2023/10/10 05:16:33+00,21277022
5724    0801,4,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,18408,21,258896,2023/10/10 05:16:33+00,21277023
5724    0801,5,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,27612,21,258896,2023/10/10 05:16:33+00,21277024
5724    0801,6,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,32984,21,258896,2023/10/10 05:16:33+00,21277025
5724    0801,7,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,27612,21,258896,2023/10/10 05:16:33+00,21277026
5724    0801,8,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/08/01 00:00:00+00,8000000,Q,1949,,1970,1,27612,21,258896,2023/10/10 05:16:33+00,21277027
5725    0006,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2013/05/20 00:00:00+00,410000,Q,1945,,1965,1,2880,25,6756,2023/10/10 05:16:33+00,21277028
5725    0013,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1910,1958,1910,1,53580,83,114790,2023/10/10 05:16:33+00,21277029
5725    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,8,222,1997/11/10 00:00:00+00,0,U,1967,1999,1981,1,35376,21,299655,2023/10/10 05:16:33+00,21277030
5725    0803,2,1,C,Brick/Concr,30,Average,BR,Brick,8,,1997/11/10 00:00:00+00,0,U,1967,,1965,1,35376,21,299655,2023/10/10 05:16:33+00,21277031
5725    0803,3,1,C,Brick/Concr,30,Average,BR,Brick,8,,1997/11/10 00:00:00+00,0,U,1967,,1965,1,35376,21,299655,2023/10/10 05:16:33+00,21277032
5725    0803,4,1,C,Brick/Concr,30,Average,BR,Brick,8,,1997/11/10 00:00:00+00,0,U,1967,,1965,1,35376,21,299655,2023/10/10 05:16:33+00,21277033
5725    0803,5,1,C,Brick/Concr,30,Average,BR,Brick,8,,1997/11/10 00:00:00+00,0,U,1967,,1965,1,35376,21,299655,2023/10/10 05:16:33+00,21277034
